230,идеально,идеально,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#43.334#43.714
231,вот,вот,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#43.714#44.099
232,здесь,здесь,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#44.785#45.01
233,и,и,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#45.01#45.235
234,сейчас,сейчас,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#45.235#45.462
235,но,но,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#45.841#46.223
236,не,не,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#46.223#46.605
237,можем,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#46.605#46.987
238,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#46.987#47.369
239,так,так,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#47.369#47.751
240,сказать,сказать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#47.751#48.133
241,поэтому,поэтому,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#48.133#48.515
242,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#48.515#48.897
243,теперь,теперь,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#48.897#49.279
244,говорим,говорить,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#49.279#49.661
245,что,что,SCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#49.661#50.043
246,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#50.043#50.425
247,да,да,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#50.425#50.807
248,пошел,пойти,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#50.807#51.189
249,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@vev1984f-word#@vev1984f#51.189#51.571
250,#смеется#,#смеется#,_,_,_,_,_,_,@vev1984f-word#@vev1984f#51.571#51.953
251,видишь,видеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#51.953#52.335
252,сразу,сразу,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#52.335#52.717
253,#пищит#,#пищит#,_,_,_,_,_,_,@vev1984f-word#@vev1984f#52.717#53.099
254,такое,такой,DET,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#53.099#53.481
255,прям,прям,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#53.481#53.866
256,да,да,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#55.612#56.022
257,иии,и,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#56.022#56.432
258,когда,когда,SCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#56.432#56.842
259,на,на,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#56.842#57.252
260,репетициях,репетиция,NOUN,_,Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#57.252#57.662
261,вставляется,вставлять,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass,_,_,_,@vev1984f-word#@vev1984f#57.662#58.072
262,где-то,где-то,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#58.072#58.482
263,монтирок,монтирок,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#58.482#58.892
264,и,и,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#58.892#59.302
265,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#59.302#59.712
266,так,так,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#59.712#60.122
267,сладенько,сладенько,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#60.122#60.532
268,выглядит,выглядеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#60.532#60.942
269,и,и,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#60.942#61.352
270,так,так,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#61.352#61.762
271,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#61.762#62.172
272,вкусно,вкусно,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#62.172#62.582
273,все,все,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#62.582#62.992
274,звучит,звучать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#62.992#63.402
275,и,и,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#63.402#63.812
276,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#63.812#64.222
277,прям,прям,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#64.222#64.632
278,ай,ай,INTJ,_,_,_,_,_,@vev1984f-word#@vev1984f#64.632#65.042
279,как,как,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#65.042#65.452
280,обидно,обидный,ADJ,_,Degree=Pos|Gender=Neut|Number=Sing|Variant=Short,_,_,_,@vev1984f-word#@vev1984f#65.452#65.862
281,что,что,SCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#65.862#66.272
282,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@vev1984f-word#@vev1984f#66.272#66.682
283,все,все,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#66.682#67.092
284,равно,равный,ADJ,_,Degree=Pos|Gender=Neut|Number=Sing|Variant=Short,_,_,_,@vev1984f-word#@vev1984f#67.092#67.502
285,на,на,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#67.502#67.912
286,съемках,съемка,NOUN,_,Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#67.912#68.322
287,это,это,PRON,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#68.322#68.732
288,сделаешь,сделать,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#68.732#69.142
289,разорвешь,разорвать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#69.142#69.552
290,зал,зал,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#69.552#69.962
291,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#69.962#70.372
292,придешь,прийти,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#70.372#70.782
293,и,и,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#70.782#71.192
294,переозвучишь,переозвучить,VERB,_,Aspect=perf|Mood=Ind|Number=Sing|Person=2|Tense=fut|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#71.192#71.618
295,юмор,юмор,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#72.521#72.936
296,страдает,страдать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#72.936#73.351
297,сильно,сильно,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#73.351#73.766
298,постоянно,постоянно,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#75.19#75.52
299,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#75.52#75.85
300,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#75.85#76.18
301,постоянно,постоянно,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#76.18#76.51
302,переозвучиваем,переозвучивать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#76.51#76.84
303,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#76.84#77.17
304,у,у,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#77.17#77.5
305,нас,мы,PRON,_,Case=Gen|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#77.5#77.83
306,вот,вот,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#77.83#78.16
307,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#78.16#78.49
308,закончили,закончить,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#78.49#78.82
309,щас,щас,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#78.82#79.15
310,в,в,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#79.15#79.48
311,сентябре,сентябрь,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#79.48#79.81
312,снимать,снимать,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#79.81#80.14
313,новые,новый,ADJ,_,Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#80.14#80.47
314,программы,программа,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#80.47#80.8
315,камеди,камеди,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#80.8#81.13
316,вумен,вумен,NOUN,_,Foreign=yes,_,_,_,@vev1984f-word#@vev1984f#81.13#81.46
317,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#81.46#81.79
318,выходили,выходить,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#81.79#82.12
319,со,с,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#82.12#82.45
320,сцены,сцена,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#82.45#82.78
321,нас,мы,PRON,_,Case=Acc|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#82.78#83.11
322,встречала,встречать,VERB,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#83.11#83.44
323,девочка,девочка,NOUN,_,Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#83.44#83.77
324,у,у,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#83.77#84.1
325,нас,мы,PRON,_,Case=Gen|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#84.1#84.43
326,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#84.43#84.76
327,Аня,Аня,PROPN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#84.76#85.09
328,Орлова,Орлов,PROPN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#85.09#85.42
329,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#85.42#85.75
330,ее,она,PRON,_,Case=Acc|Gender=Fem|Number=Sing|Person=3,_,_,_,@vev1984f-word#@vev1984f#85.75#86.08
331,называем,называть,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#86.08#86.41
332,труша,труша,DET,_,Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#86.41#86.74
333,наша,наш,DET,_,Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#86.74#87.07
334,помощница,помощница,NOUN,_,Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#87.07#87.4
335,тоже,тоже,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#87.4#87.73
336,человек,человек,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#87.73#88.06
337,который,который,PRON,_,Case=Nom,_,_,_,@vev1984f-word#@vev1984f#88.06#88.39
338,на,на,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#88.39#88.72
339,протяжении,протяжение,NOUN,_,Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#88.72#89.05
340,13,13,NUM,_,_,_,_,_,@vev1984f-word#@vev1984f#89.05#89.38
341,лет,год,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#89.38#89.71
342,с,с,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#89.71#90.04
343,нами,мы,PRON,_,Case=Ins|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#90.04#90.37
344,она,она,PRON,_,Case=Nom|Gender=Fem|Number=Sing|Person=3,_,_,_,@vev1984f-word#@vev1984f#90.37#90.7
345,[смеется],[смеется],X,_,_,_,_,_,@vev1984f-word#@vev1984f#90.7#91.03
346,так,так,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#91.03#91.36
347,вот,вот,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#91.36#91.69
348,[хлопает],[хлопает],X,_,_,_,_,_,@vev1984f-word#@vev1984f#91.69#92.02
349,к,к,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#92.02#92.35
350,нам,мы,PRON,_,Case=Dat|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#92.35#92.68
351,шла,идти,VERB,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#92.68#93.01
352,за,за,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#93.01#93.34
353,кулисы,кулисы,NOUN,_,Animacy=Inan|Case=Acc|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#93.34#93.67
354,говорила,говорить,VERB,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#93.67#94.0
355,всех,все,PRON,_,Animacy=Anim|Case=Acc|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#94.0#94.33
356,поздравляю,поздравлять,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#94.33#94.66
357,всех,весь,DET,_,Case=Acc|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#94.66#94.99
358,жду,жду,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#94.99#95.32
359,на,на,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#95.32#95.65
360,переозвучивание,переозвучивание,NOUN,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#95.65#96.036
361,везде,везде,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#97.127#97.443
362,повставляли,повставлять,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#97.443#97.759
363,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#97.759#98.075
364,вот,вот,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#98.075#98.391
365,знаешь,знать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#98.391#98.707
366,вот,вот,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#98.707#99.023
367,где,где,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#99.023#99.339
368,только,только,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#99.339#99.655
369,можно,можно,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#99.655#99.971
370,было,быть,AUX,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#99.971#100.287
371,и,и,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#100.287#100.603
372,нельзя,нельзя,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#100.603#100.919
373,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@vev1984f-word#@vev1984f#100.919#101.235
374,в,в,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#101.235#101.551
375,одном,один,NUM,_,Case=Loc|Gender=Masc,_,_,_,@vev1984f-word#@vev1984f#101.551#101.867
376,номере,номер,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#101.867#102.183
377,три,три,NUM,_,Animacy=Inan|Case=Acc,_,_,_,@vev1984f-word#@vev1984f#102.183#102.499
378,раза,раз,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#102.499#102.815
379,умудрилась,умудриться,VERB,_,Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=act,_,_,_,@vev1984f-word#@vev1984f#102.815#103.131
380,матернуться,матернуться,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=act,_,_,_,@vev1984f-word#@vev1984f#103.131#103.447
381,но,но,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#103.447#103.763
382,зал,зал,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#103.763#104.079
383,смеялся,смеяться,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=act,_,_,_,@vev1984f-word#@vev1984f#104.079#104.395
384,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,@vev1984f-word#@vev1984f#104.395#104.711
385,у,у,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#104.711#105.027
386,меня,я,PRON,_,Case=Gen|Number=Sing|Person=1,_,_,_,@vev1984f-word#@vev1984f#105.027#105.343
387,там,там,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#105.343#105.659
388,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#105.659#105.975
389,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@vev1984f-word#@vev1984f#105.975#106.291
390,же,же,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#106.291#106.607
391,прям,прям,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#106.607#106.923
392,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#106.923#107.239
393,сижу,сидеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#107.239#107.555
394,как,как,ADV,_,_,_,_,_,@vev1984f-word#@vev1984f#107.555#107.871
395,лошадка,лошадка,NOUN,_,Animacy=anim|Case=nom|Gender=Fem|Number=sing,_,_,_,@vev1984f-word#@vev1984f#107.871#108.187
396,прям,прям,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#108.187#108.503
397,рабочая,рабочий,ADJ,_,Case=Nom|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#108.503#108.819
398,ух,ух,INTJ,_,_,_,_,_,@vev1984f-word#@vev1984f#108.819#109.135
399,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#109.135#109.451
400,переозвучка,переозвучка,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#109.451#109.767
401,переозвучка,переозвучка,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#109.767#110.083
402,переозвучка,переозвучка,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#110.083#110.399
403,переозвучка,переозвучка,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#110.399#110.745
404,тоже,тоже,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#122.112#122.286
405,были,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#122.286#122.46
406,проблемы,проблема,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#122.46#122.634
407,у,у,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#122.634#122.808
408,нас,мы,PRON,_,Case=Gen|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#122.808#122.982
409,с,с,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#122.982#123.156
410,этим,это,PRON,_,Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#123.156#123.33
411,знаешь,знать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#123.33#123.504
412,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#123.504#123.678
413,ну,ну,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#123.678#123.852
414,естественно,естественный,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#123.852#124.036
415,абсолютно,абсолютно,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#125.606#125.984
416,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#125.984#126.362
417,ну,ну,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#126.362#126.74
418,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#126.74#127.118
419,это,это,PRON,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#127.118#127.496
420,понимали,понимать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#127.496#127.874
421,вот,вот,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#127.874#128.252
422,в,в,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#128.252#128.63
423,этой,этот,DET,_,Case=Loc|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#128.63#129.008
424,ситуации,ситуация,NOUN,_,Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#129.008#129.386
425,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#129.386#129.764
426,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#129.764#130.142
427,понимали,понимать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#130.142#130.52
428,что,что,SCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#130.52#130.898
429,aaа,aaa,INTJ,_,_,_,_,_,@vev1984f-word#@vev1984f#130.898#131.276
430,такая,такой,DET,_,Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#131.276#131.654
431,тема,тема,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#131.654#132.032
432,тоже,тоже,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#132.032#132.41
433,может,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#132.41#132.788
434,подняться,подняться,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=act,_,_,_,@vev1984f-word#@vev1984f#132.788#133.172
435,а-а-абсолютно,а-а-абсолютно,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#137.542#137.985
436,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#137.985#138.428
437,высмеиваем,высмеивать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#138.428#138.871
438,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#138.871#139.314
439,высмеиваем,высмеивать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#139.314#139.757
440,к-к-конкретный,к-к-конкретный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#139.757#140.2
441,пласт,пласт,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#140.2#140.643
442,людей,люди,NOUN,_,Animacy=Anim|Case=Gen|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#140.643#141.086
443,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#141.086#141.529
